isToDelete,wordsAmt,likes,relevance,hoursOfDay
6 0 0.0 1
18 0 0.031158822 1
7 0 0.027614187 1
5 0 0.11594435 0
10 21 0.23338702 0
7 0 0.0 1
5 10 0.1213561 0
16 3 0.22664341 0
16 0 0.07448744 1
21 0 0.065593615 1
27 4 0.18456061 0
16 27 0.014357538 0
5 16 0.44877595 0
16 0 0.09936091 0
8 0 0.23513564 0
9 8 0.2828665 0
7 0 0.026832765 1
3 0 0.0585647 1
7 0 0.019893965 1
1 0 0.0 1
12 6 0.15688205 0
12 88 0.70521176 0
7 4 0.14430356 0
1 0 0.0 1
15 0 0.08754784 1
5 0 0.34364045 0
1 30 0.0 0
8 0 0.20565896 0
12 15 0.1745473 0
6 0 0.078418955 1
22 0 0.1281374 0
22 0 0.09267252 0
6 0 0.034900922 1
19 5 0.17913355 0
14 0 0.05289094 1
11 5 0.21468358 0
2 1 0.5236524 0
4 0 0.02375548 1
13 0 0.13780545 0
3 0 0.023625381 1
10 0 0.014867711 1
2 3 0.16260093 0
1 5 0.59427506 0
6 0 0.08062233 1
3 0 0.46951452 0
10 0 0.1981816 0
22 2 0.1685612 0
46 0 0.08900674 0
2 11 0.21370016 0
5 0 0.0 1
4 0 0.5279527 0
5 0 0.36080286 0
11 0 0.087783314 1
51 0 0.12923495 0
20 0 0.22552036 0
5 0 0.13002884 0
27 2 0.2976262 0
6 29 0.04873814 0
9 0 0.06713162 1
5 11 0.16559343 0
1 0 0.0 1
7 7 0.14335454 0
9 0 0.03304517 1
13 0 0.0419882 1
8 0 0.0592966 1
16 0 0.42922473 0
7 0 0.3000616 0
7 0 0.17193176 0
15 0 0.014009003 1
5 9 0.24007253 0
8 0 0.13138422 0
3 0 0.15282196 0
4 0 0.016452566 1
1 0 0.0 1
8 9 0.19846267 0
5 0 0.05573625 1
10 0 0.24119012 0
5 0 0.038449362 1
13 0 0.038232557 1
6 0 0.5509169 0
20 98 0.060852103 0
3 127 0.16652553 0
10 0 0.064641625 1
24 0 0.06308914 1
5 0 0.022060491 1
16 0 0.093689136 0
5 1 0.38048196 0
6 0 0.058928985 1
18 0 0.009470472 1
1 0 0.0 1
17 98 0.027684728 0
6 0 0.033411007 1
12 0 0.24041764 0
8 0 0.02173966 1
3 0 0.0714079 1
4 0 0.0 1
2 0 0.066488914 1
6 2 0.7076907 0
2 0 0.0 1
13 0 0.055107005 1
2 1 0.25155115 0
15 67 0.08648096 0
90 0 0.102527775 0
10 0 0.07834198 1
10 77 0.045124352 0
5 0 0.0 1
3 0 0.05449099 1
39 0 0.02308591 1
8 0 0.04841604 1
37 30 0.17608695 0
12 1 0.19759227 0
4 0 0.0706601 1
14 0 0.22214666 0
8 2 0.17632036 0
2 98 0.24621218 0
4 0 0.0808243 1
1 0 0.0 1
66 22 0.20711356 0
2 0 0.008504852 1
8 0 0.033534735 1
14 1 0.23341371 0
3 3 0.38048196 0
12 16 0.35403246 0
8 0 0.03786845 1
13 1 0.22833374 0
3 9 0.60165215 0
7 0 0.008707296 1
14 0 0.082440354 1
16 0 0.038728334 1
9 31 0.26205367 0
2 15 0.17878777 0
3 0 0.07752041 1
7 19 0.25891903 0
14 0 0.12670621 0
24 0 0.035466522 1
5 0 0.24886279 0
9 0 0.031612955 1
189 0 6.745958E-4 1
16 0 0.051012773 1
2 0 0.0 1
2 0 0.1640615 0
17 0 0.0048814407 1
8 25 0.29291067 0
10 0 0.027889075 1
50 0 0.050910648 1
4 0 0.09625786 0
29 0 0.10363717 0
11 0 0.016033288 1
13 0 0.078392126 1
20 0 0.07153951 1
10 2 0.23174478 0
5 6 0.20461407 0
2 0 0.6646596 0
20 0 0.026936507 1
16 3 0.21033685 0
10 11 0.3389123 0
3 30 0.18293214 0
10 0 0.042855255 1
10 10 0.19884251 0
6 17 0.065659836 0
7 3 0.25680208 0
13 38 0.08908877 0
5 33 0.19832745 0
55 2 0.17686835 0
7 0 0.07041079 1
5 0 0.018384404 1
6 0 0.24301934 0
16 0 0.015341604 1
6 0 0.0 1
1 9 0.20093 0
33 0 0.03754189 1
7 0 0.21387276 0
6 4 0.4254323 0
4 0 0.027903993 1
19 0 0.12219098 0
5 2 0.6509603 0
3 0 0.11064988 0
5 0 0.078611195 1
1 1 0.52611303 0
15 0 0.033154055 1
40 0 0.08013266 1
8 10 0.1933239 0
10 0 0.029610954 1
15 0 0.02641969 1
2 28 0.13831894 0
5 0 0.19338714 0
5 0 0.0 1
4 0 0.007062122 1
13 0 0.05974484 1
5 0 0.3191585 0
21 0 0.017197566 1
4 0 0.13756552 0
14 0 0.055075236 1
6 0 0.13941164 0
3 0 0.06345113 1
3 0 0.023712637 1
10 0 0.056417055 1
13 0 0.06442274 1
2 0 0.06330162 1
11 25 0.069083616 0
23 0 0.08061102 1
5 0 0.2124468 0
5 0 0.02317675 1
4 0 0.22873351 0
15 2 0.20608495 0
7 0 0.0059184954 1
5 4 0.18049137 0
27 0 0.06455783 1
27 30 0.0982532 0
4 0 0.036494903 1
5 0 0.43422562 0
26 0 0.06355775 1
16 0 0.028896198 1
9 0 0.024037715 1
13 109 0.13136646 0
4 0 0.28880686 0
44 0 0.1420534 0
8 0 0.04148812 1
13 0 0.07430303 1
3 0 0.110722646 0
8 0 0.026716784 1
44 0 0.04876805 1
7 0 0.051621486 1
17 0 0.027755423 1
4 68 0.06539435 0
2 3 0.5445166 0
4 0 0.015332391 1
6 0 0.076494284 1
3 13 0.22174725 0
9 56 0.051106557 0
12 0 0.054854844 1
18 51 0.014945356 0
2 0 0.21435893 0
6 9 0.20112066 0
11 0 0.029610954 1
5 0 0.047242325 1
3 0 0.19773823 0
5 56 0.05599221 0
19 53 0.07683766 0
4 0 0.043505047 1
5 0 0.23101887 0
5 0 0.10149234 0
6 0 0.14091195 0
5 40 0.50445217 0
3 50 0.677368 0
8 0 0.05327555 1
2 3 0.22703573 0
35 3 0.1475225 0
13 25 0.22403118 0
7 2 0.27629533 0
8 6 0.44188473 0
15 32 0.3255503 0
13 0 0.046331614 1
4 0 0.035385467 1
5 0 0.0 1
6 3 0.47302628 0
5 0 0.058420744 1
4 22 0.97425574 0
12 60 0.07585597 0
7 10 0.7288848 0
9 0 0.08346732 1
3 0 0.1450531 0
1 0 0.0 1
14 0 0.056185603 1
4 1 0.25498185 0
5 0 0.114343725 0
27 13 0.50659966 0
3 13 0.2977286 0
19 0 0.03423939 1
3 1 0.23015472 0
12 0 0.08037829 1
22 0 0.21993501 0
90 0 0.09764307 0
7 24 0.041464563 0
14 23 0.02819173 0
5 7 0.8433163 0
8 0 0.03622527 1
8 8 0.20310743 0
21 0 0.05090297 1
15 3 0.15843248 0
6 0 0.117402 0
7 0 0.0148711745 1
14 0 0.046809763 1
6 0 0.11350485 0
38 0 7.859296E-5 1
5 0 0.19859894 0
2 0 0.0 1
16 2 0.19758593 0
9 0 0.24511297 0
2 8 0.30515578 0
23 0 0.095258296 0
12 0 0.05133307 1
29 0 0.0 1
17 5 0.23334676 0
6 0 0.0 1
3 0 0.0 1
15 21 0.041265257 0
7 0 0.056297738 1
18 0 0.15234815 0
7 0 0.2744233 0
11 0 0.2266457 0
29 0 0.060587924 1
3 0 0.018639017 1
10 0 0.010164877 1
1 0 0.0 1
1 0 0.023712637 1
23 31 0.09930188 0
22 0 0.095277674 0
12 0 0.033459928 1
36 0 0.24348193 0
26 135 0.0913756 0
10 0 0.063390516 1
5 0 0.01976873 1
18 0 0.05851631 1
4 0 0.07758116 1
1 0 0.0 1
6 0 0.052215934 1
23 0 0.017197317 1
13 1 0.18245067 0
17 0 0.19318295 0
5 31 0.16368051 0
5 5 0.21370016 0
11 0 0.057259135 1
6 7 0.20900786 0
4 66 0.054141503 0
19 0 0.10241625 0
13 0 0.01953128 1
12 7 0.2278432 0
9 21 0.23866089 0
17 0 0.04113265 1
13 0 0.021128839 1
11 4 0.20444053 0
5 2 0.35211223 0
15 0 0.021510115 1
2 2 0.2268848 0
9 0 0.038176596 1
7 1 0.3856342 0
6 0 0.23514949 0
10 0 0.07600927 1
9 10 0.2306417 0
8 2 0.15465756 0
10 2 0.1485797 0
6 37 0.09464073 0
8 0 0.072874896 1
7 0 0.031068053 1
19 0 0.0060156737 1
1 0 0.0 1
24 44 0.06482845 0
8 0 0.034625866 1
7 20 0.168848 0
8 36 0.22502242 0
59 0 0.14316466 0
2 9 0.22174725 0
3 0 0.036377482 1
10 0 0.039418038 1
32 0 0.025547368 1
6 0 0.15036556 0
3 32 0.393054 0
4 0 0.12300589 0
6 0 0.13835958 0
5 0 0.042141914 1
3 2 0.10940835 0
6 0 0.05533126 1
7 0 0.28502914 0
13 0 0.07852483 1
3 0 0.11117302 0
10 0 0.057556707 1
12 15 0.2174819 0
9 0 0.151241 0
11 0 0.33218917 0
7 0 0.0051407097 1
10 0 0.025978558 1
14 0 0.045451067 1
10 0 0.060744774 1
9 0 0.021344563 1
4 0 0.0 1
14 35 1.3170552 0
7 0 0.47776818 0
12 0 0.01683341 1
20 1 0.19167763 0
2 0 0.059506577 1
1 1 0.0 1
6 0 0.061388835 1
25 95 0.033670872 0
9 9 0.7720106 0
11 0 0.07228653 1
2 0 0.21514669 0
4 0 0.0 1
14 45 0.078453764 0
8 0 0.45725772 0
2 0 0.09674679 0
9 0 0.021385435 1
5 0 0.18476622 0
6 6 0.16001248 0
6 5 0.20600788 0
7 25 0.02927687 0
14 0 0.0444494 1
75 3 0.1820318 0
3 32 0.68890285 0
5 0 0.13812163 0
3 118 0.15219279 0
136 8 0.343318 0
1 0 0.0 1
4 86 0.2670711 0
27 0 0.19756894 0
5 16 0.16351658 0
2 0 0.75083584 0
5 0 0.029498354 1
