isToDelete,likes,relevance,correctness,dummy
stay,1.0,0.26748475,0.99
stay,13.0,0.18789096,0.99
delete,0.0,0.0,0.99
stay,16.0,0.45474532,0.66
stay,0.0,0.02719066,0.99
delete,0.0,0.043021716,0.66
delete,0.0,0.023712637,0.0
delete,0.0,0.030574676,0.99
delete,0.0,0.26872563,0.66
delete,0.0,0.03580511,0.99
delete,0.0,0.06535145,0.99
stay,0.0,0.09390749,0.99
stay,1.0,0.2037713,0.99
stay,0.0,0.043768406,0.99
stay,45.0,0.08208002,0.99
delete,0.0,8.534224E-4,0.66
delete,0.0,0.0,0.0
stay,1.0,0.6670222,0.99
delete,0.0,0.043336455,0.99
stay,0.0,0.0,0.66
stay,67.0,0.037426453,0.99
stay,0.0,0.026233329,0.99
stay,0.0,0.17448495,0.66
delete,0.0,0.139236,0.99
stay,0.0,0.28546184,0.99
stay,5.0,0.26222286,0.99
stay,0.0,0.1126982,0.66
stay,0.0,0.078433126,0.99
stay,1.0,0.19256566,0.99
stay,0.0,0.09387454,0.99
stay,98.0,0.0672048,0.99
delete,0.0,0.0,0.0
stay,0.0,0.09952895,0.99
delete,0.0,0.0642506,0.33
delete,0.0,0.027919961,0.99
stay,24.0,0.0,0.99
stay,0.0,0.06342588,0.99
stay,0.0,0.068858445,0.66
stay,9.0,0.18293214,0.99
stay,27.0,0.22194347,0.99
delete,0.0,0.0,0.66
stay,0.0,0.051405802,0.99
delete,0.0,0.117139034,0.99
stay,42.0,0.09370707,0.99
stay,8.0,0.21370016,0.66
delete,0.0,0.0,0.0
stay,0.0,0.03900816,0.99
stay,19.0,0.3393124,0.99
stay,0.0,0.030585306,0.99
stay,0.0,0.05844869,0.99
stay,0.0,0.05593207,0.99
stay,0.0,0.11766988,0.99
stay,0.0,0.060125936,0.66
stay,0.0,0.21370016,0.99
stay,10.0,0.21799898,0.99
stay,29.0,0.0,0.0
stay,0.0,0.22960456,0.99
delete,0.0,0.026808154,0.99
stay,1.0,0.22174725,0.66
delete,0.0,0.054200314,0.99
stay,11.0,0.4443338,0.66
delete,0.0,0.019530833,0.99
stay,2.0,0.18671572,0.99
stay,0.0,0.37592614,0.99
stay,0.0,0.36240292,0.99
stay,7.0,0.40979964,0.66
stay,0.0,0.06673483,0.99
